wheelsSpeedSent;kickerStatusSent;chipperStatusSent;dribblerStatusSent;currentsSent;batteryVoltageSent;ballPresenceSent;robotID;isKicking;isChipping;isDribbling;isBallPresence;wheelSpeed1;wheelSpeed2;wheelSpeed4;wheelSpeed5;dribblerSpeed;rawSpeed1;rawSpeed2;rawSpeed4;rawSpeed5;currents1;currents2;currents3;currents4;currents5;isKickerDone;isKickerCharging;kickDoneSent;kickChgSent;time;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;34.7;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;34.72;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;34.74;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;34.78;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;34.82;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;34.86;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;34.9;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;35.0;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;35.56;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;35.6;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;35.64;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;35.68;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;35.72;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;35.76;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;35.8;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;35.84;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;35.88;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;35.92;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;35.96;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.04;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.06;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.08;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.1;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.12;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.14;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.16;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.18;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.2;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.24;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.26;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.28;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.3;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.32;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.34;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.36;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.38;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.4;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.44;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.46;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.48;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.5;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.52;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.54;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.56;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.58;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.6;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.64;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.66;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.68;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.7;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.72;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.74;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.76;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.78;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.8;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.84;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.86;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.88;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.9;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.92;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.94;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.96;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;36.98;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;37.0;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;37.04;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;37.06;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;37.08;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;37.1;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;37.14;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;37.16;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;37.2;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;37.22;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;37.24;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;37.28;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;37.34;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;37.36;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;37.38;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;37.4;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;37.42;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;37.44;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;37.46;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;37.48;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;37.6;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;37.64;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;37.68;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;37.72;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;37.78;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;37.8;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;38.02;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;38.06;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;38.1;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;8.7266;0.0000;0.0000;0.0000;0.9951;0.9951;0.9951;0.9951;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;38.14;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;0.0000;0.0000;8.7266;0.0000;1.9973;1.9973;1.9973;1.9973;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;38.22;
1;0;0;0;0;0;0;1;0;0;0;0;8.7266;0.0000;0.0000;0.0000;0.0000;2.9995;2.9995;2.9995;2.9995;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;38.3;
1;0;0;0;0;0;0;1;0;0;0;0;8.7266;8.7266;0.0000;8.7266;0.0000;4.9968;4.9968;4.9968;4.9968;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;38.42;
1;0;0;0;0;0;0;1;0;0;0;0;0.0000;8.7266;0.0000;8.7266;0.0000;5.9991;5.9991;5.9991;5.9991;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;38.48;
1;0;0;0;0;0;0;1;0;0;0;0;8.7266;8.7266;8.7266;0.0000;0.0000;7.9964;7.9964;7.9964;7.9964;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;38.58;
1;0;0;0;0;0;0;1;0;0;0;0;8.7266;8.7266;8.7266;0.0000;0.0000;9.9937;9.9937;9.9937;9.9937;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;38.7;
1;0;0;0;0;0;0;1;0;0;0;0;8.7266;8.7266;17.4531;8.7266;0.0000;9.9937;9.9937;9.9937;9.9937;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;38.76;
1;0;0;0;0;0;0;1;0;0;0;0;8.7266;8.7266;8.7266;8.7266;0.0000;10.9959;10.9959;10.9959;10.9959;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;38.8;
1;0;0;0;0;0;0;1;0;0;0;0;8.7266;8.7266;8.7266;17.4531;0.0000;11.9981;11.9981;11.9981;11.9981;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;38.84;
1;0;0;0;0;0;0;1;0;0;0;0;17.4531;8.7266;8.7266;8.7266;0.0000;11.9981;11.9981;11.9981;11.9981;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;38.88;
1;0;0;0;0;0;0;1;0;0;0;0;8.7266;17.4531;17.4531;17.4531;0.0000;13.9954;13.9954;13.9954;13.9954;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;39.02;
1;0;0;0;0;0;0;1;0;0;0;0;17.4531;17.4531;17.4531;8.7266;0.0000;14.9977;14.9977;14.9977;14.9977;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;39.04;
1;0;0;0;0;0;0;1;0;0;0;0;17.4531;17.4531;17.4531;17.4531;0.0000;14.9977;14.9977;14.9977;14.9977;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;39.08;
1;0;0;0;0;0;0;1;0;0;0;0;17.4531;8.7266;17.4531;17.4531;0.0000;14.9977;14.9977;14.9977;14.9977;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;39.1;
1;0;0;0;0;0;0;1;0;0;0;0;17.4531;17.4531;17.4531;17.4531;0.0000;15.9999;15.9999;15.9999;15.9999;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;39.12;
1;0;0;0;0;0;0;1;0;0;0;0;17.4531;17.4531;8.7266;17.4531;0.0000;15.9999;15.9999;15.9999;15.9999;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;39.14;
1;0;0;0;0;0;0;1;0;0;0;0;17.4531;17.4531;17.4531;17.4531;0.0000;16.9950;16.9950;16.9950;16.9950;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;39.24;
1;0;0;0;0;0;0;1;0;0;0;0;8.7266;17.4531;17.4531;17.4531;0.0000;17.9972;17.9972;17.9972;17.9972;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;39.26;
1;0;0;0;0;0;0;1;0;0;0;0;8.7266;26.1797;17.4531;17.4531;0.0000;17.9972;17.9972;17.9972;17.9972;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;39.28;
1;0;0;0;0;0;0;1;0;0;0;0;17.4531;26.1797;8.7266;17.4531;0.0000;18.9994;18.9994;18.9994;18.9994;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;39.34;
1;0;0;0;0;0;0;1;0;0;0;0;17.4531;17.4531;17.4531;17.4531;0.0000;19.9945;19.9945;19.9945;19.9945;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;39.38;
1;0;0;0;0;0;0;1;0;0;0;0;17.4531;17.4531;17.4531;26.1797;0.0000;20.9968;20.9968;20.9968;20.9968;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;39.44;
1;0;0;0;0;0;0;1;0;0;0;0;26.1797;26.1797;17.4531;26.1797;0.0000;20.9968;20.9968;20.9968;20.9968;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;39.46;
1;0;0;0;0;0;0;1;0;0;0;0;17.4531;26.1797;26.1797;17.4531;0.0000;20.9968;20.9968;20.9968;20.9968;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;39.48;
1;0;0;0;0;0;0;1;0;0;0;0;26.1797;17.4531;17.4531;17.4531;0.0000;21.9990;21.9990;21.9990;21.9990;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;39.5;
1;0;0;0;0;0;0;1;0;0;0;0;17.4531;17.4531;26.1797;26.1797;0.0000;21.9990;21.9990;21.9990;21.9990;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;39.54;
1;0;0;0;0;0;0;1;0;0;0;0;26.1797;26.1797;17.4531;26.1797;0.0000;22.9941;22.9941;22.9941;22.9941;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;39.58;
1;0;0;0;0;0;0;1;0;0;0;0;26.1797;26.1797;17.4531;26.1797;0.0000;23.9963;23.9963;23.9963;23.9963;0.0000;0.0000;0.0000;0.0000;0.0000;1;1;1;1;39.64;
